video_id,video_title,categoryId,category,tags,published_date,thumbnails_medium_url,description,channel_id,crawled_time
o3KKjL2aaEk,Ekspedisi Cheng Ho & Islam Nusantara (5),10,Music,Not found,2015-08-18 07:00:53,https://i.ytimg.com/vi/o3KKjL2aaEk/mqdefault.jpg,,UCzl0OrB3-ehunyotIQvK77A,2022-09-22 11:25:42
vMnxLn5mnU0,[LIVE] SANG JENDERAL CHINA BERTEMU NABI KHIDIR AS,27,Education,Not found,2021-08-12 16:07:16,https://i.ytimg.com/vi/vMnxLn5mnU0/mqdefault.jpg,"Al-Khidr (Arab:الخضر, Khadr, Khadr) adalah nama yang diberikan kepada seorang nabi misterius dalam Surah Al-Kahf ayat 65-82. Selain kisah tentang Nabi Khadir yang mengajarkan tentang ilmu hikmah dan kebijaksanaan kepada Nabi Musa, asal usul dan kisah lainnya tentang Nabi Khadir tidak banyak disebutkan. 

[LIVE] SANG JENDERAL CHINA BERTEMU NABI KHIDIR AS

Kisah Islami yang menggetarkan jiwa. Mengkaji tentang Islam, Iman, Tauhid, Makrifat. Tentang karamah-karamah para Auliaullah/ Waliyullah. Kisah ajaib pengamal tarekat. Kisah tentang sahabat nabi, para sufi, ulama ulama besar. Syariat, Thariqat, Hakikat. Makrifat.

Facebook https://web.facebook.com/riyofulana/
Instagram https://www.instagram.com/riyofulana/

#kisahislami
#kisahsufi
#kisahwaliallah",UC-LGvVebL9EQIN88nIoEyRw,2022-09-22 11:25:42
oDaxcXvrN7M,Sam Po Kong Shrine in Central Java,22,People & Blogs,Not found,2016-04-21 12:43:33,https://i.ytimg.com/vi/oDaxcXvrN7M/mqdefault.jpg,"VR Production House
Introducing
The Sam Po Kong's Shrine at Central Java Semarang
Pilot : Varre
Drone : Xiro XPlore V",UCio90WUxZnygVpLPRGUpy1g,2022-09-22 11:25:42
XZjYqj5VglI,TUGAS SEJARAH INDONESIA - KELOMPOK 3,22,People & Blogs,Not found,2020-10-27 04:34:03,https://i.ytimg.com/vi/XZjYqj5VglI/mqdefault.jpg,"Kelompok 3
Nama Kelompok  
- Faisal Saputra
- Fanisa Aulia
- Faza Chayla Putri Hambali
- Galih Pratama
- Indah Dwi Hariyati
- Indra Fadillah",UCvZyB8VjxE0xQA4ZuwK41UA,2022-09-22 11:25:42
TzdYKnTCWhA,Jelajah Indonesia #5 : SAM POO KONG - SEMARANG Jawa Tengah,22,People & Blogs,Not found,2017-10-16 12:48:27,https://i.ytimg.com/vi/TzdYKnTCWhA/mqdefault.jpg,"Sam Poo Kong adalah sebuah petilasan, yaitu bekas tempat persinggahan dan pendaratan pertama seorang Laksamana Tiongkok beragama islam yang bernama Zheng He / Cheng Ho.  Terletak di daerah Simongan, sebelah barat daya Kota Semarang. 
Menurut cerita, Laksamana Zheng He sedang berlayar melewati laut jawa, namun saat melintasi laut jawa, banyak awak kapalnya yang jatuh sakit, kemudian ia memerintahkan untuk membuang sauh. Kemudian merapat ke pantai utara semarang untuk berlindung di sebuah Goa dan mendirikan sebuah masjid di tepi pantai yang sekarang telah berubah fungsi menjadi kelenteng. 
Kalau ke Semarang, Sam Poo Kong menjadi rekomendasi tempat yang wajib dikunjungi,bagi Anda pecinta wisata sejarah dan religi.",UCjJIbuaCPZibaxW5mu4j-Cg,2022-09-22 11:25:42
sp4EXk8ReCw,Menelusuri Jejak Laksamana Cheng Ho,25,News & Politics,Not found,2017-11-12 04:49:36,https://i.ytimg.com/vi/sp4EXk8ReCw/mqdefault.jpg,"Belum lengkap rasanya jika berkunjung ke semarang tanpa menyambangi klenteng sam po kong. Klenteng ini memiliki nilai sejarah kuat, baik untuk umat islam maupun para keturunan tionghoa di indonesia. 

Bangunan ini memiliki keterkaitan kuat dengan sosok muslim terkenal dari tiong hoa, Laksamana cheng ho.


Ikuti berita terbaru di tahun 2017 dengan kemasan internasional berbahasa Indonesia, dan jangan ketinggalan breaking news 2017 dengan berita terakhir dan live report CNN Indonesia di https://www.cnnindonesia.com dan channel CNN Indonesia di Transvision. 

Follow & Mention Twitter kami :
@myTranstweet
@cnniddaily
@cnnidconnected 
@cnnidinsight 
@cnnindonesia 

Like & Follow Facebook:
CNN Indonesia

Follow IG: 
cnnindonesia",UCKII0Ml9S5wneKbHswmUrIQ,2022-09-22 11:25:43
wFxlycQmHTA,Orang asing dari China fasih berbahasa Melayu,27,Education,Not found,2020-06-25 09:39:34,https://i.ytimg.com/vi/wFxlycQmHTA/mqdefault.jpg,Saya cukup kagum Husna dari China sangat fasih berbahasa melayu. Beliau belajar di Universiti Malaya selama setahun. Beliau memuji sahabat melayu sangat baik dan berbudi. Syabas saya ucapkan.,UC6-r0ImK9ZjZyfQhUb_yQVA,2022-09-22 11:25:43
43nR6sZX7KM,WISATA KLENTENG SAM POO KONG SEMARANG,24,Entertainment,Not found,2021-08-04 03:10:30,https://i.ytimg.com/vi/43nR6sZX7KM/mqdefault.jpg,"Hello Sahabat Travelers, divideo kali ini saya mau ajak kalian berkunjung ke Wisata Klenteng Sam Poo Kong Semarang. 
Salah satu tempat wisata sejarah di Kota Semarang yang bisa Sahabat kunjungi saat berlibur di Semarang. 

Btw.. Video ini diambil sebelum masa PPKM berlaku ya. 
Semoga kondisi makin membaik dan kita bisa traveling lagi dengan aman dan nyaman. 

Stay safe  dan tetap jaga kesehatan yaa!!
Have a great day, Thanks for watching",UCcsXA0OV-9R_s145t6XWyFA,2022-09-22 11:25:43
pYx9o9RiK8I,Terpesona HR 160 Laksamana Cenghoo Dengan Velg Alord,2,Autos & Vehicles,Not found,2021-04-06 14:33:45,https://i.ytimg.com/vi/pYx9o9RiK8I/mqdefault.jpg,"Terpesona HR 160 Laksamana Cenghoo Dengan Velg Alord
#rianmahendra #haryantomania #beritaterbarupoharyanto
Terpesona HR 160 Laksamana Cenghoo Dengan Velg Alord
Festival bus salah satu channel yang membahas tentang mobil dan kendaraan Bus.
Bus merupakan kendaraan yang melegenda di Indonesia.
Salam santun, salam hormat, salam damai, salam sehat untuk Indonesia.
https://www.youtube.com/c/FestivalBus
Terpesona HR 160 Laksamana Cenghoo Dengan Velg Alord",UCvkmPBAiNGekcEuLl917Dfw,2022-09-22 11:25:43
LRwn5QqUSN4,Cheng Ho Bukan Muslim - Novi Basuki | Part 5 - Tajug 6,25,News & Politics,Not found,2020-02-13 09:42:58,https://i.ytimg.com/vi/LRwn5QqUSN4/mqdefault.jpg,"Ada 15 Masjid yang Mengabadikan Cheng Ho di Indonesia https://tirto.id/cpDS. Orang Indonesia, mayoritas percaya, Laksamana Cheng Ho adalah Muslim. Tapi, Novi Basuki tidak sependapat. Selain hanya karena ayah Cheng Ho, Ma Hazhe atau Haji Muhammad, masih butuh banyak dukungan sejarah tertulis. Kemudian, malah ada bukti tertulis bahwa Cheng Ho bukan Muslim melainkan Buddhis, sebagaimana tertera dari Sutra (semacam buku suci ajaran Budha) yang ditulis atas nama Cheng Ho dengan nama dharma Fu Jixiang dalam rangka menyebarkan agama Buddha https://historia.id/agama/articles/apa-agama-cheng-ho-vXWpm 
Bagaimana nasib 15-an masjid yang bernama Cheng Ho jika Cheng Ho ternyata tidak beragama Islam?
Video Islam di China
Part 1 https://www.youtube.com/watch?v=aFPXz8PGffk&t=36s
Part 2 https://www.youtube.com/watch?v=so8c7UTAFmY&t=40s
Part 3 https://www.youtube.com/watch?v=Ce9vGXT1CDA&t=238s
Part 4 https://www.youtube.com/watch?v=OQwn-m-loDg&t=222s
Part 5 https://youtu.be/LRwn5QqUSN4
Subscribe http://www.youtube.com/c/HarakahIslamiyah
Follow:
Instagram https://www.instagram.com/harakahid/
Facebook Fanspage https://www.facebook.com/harakahid/
Twitter https://twitter.com/harakahid

Kunjungi https://harakah.id/
#HarakahIslamiyah #MasjidChengHo #China #Tiongkok #Uighur #Sejarah #NoviBasuki",UCJ_aC1Ngi-2g_KXKzVIKJbw,2022-09-22 11:25:44
meE1NVqXp1c,Kebangkitan Armada Cheng Ho / Zheng He PLAN CHINA terbesar di dunia siap menumpas bajak laut,22,People & Blogs,Not found,2022-04-30 08:06:30,https://i.ytimg.com/vi/meE1NVqXp1c/mqdefault.jpg,"PLA Navy merayakan hari terbentuknya pada 23 April dan kini sudah berusia 73 tahun, di usia 73 PLA Navy sudah menjadi armada laut terkuat di dunia, sekali pun memiliki naval size yang besar tidak membuat PLA Navy puas, mereka akan membangun kapal perang dalam jumlah yang besar hingga 2045 dan siap mengamankan perairan global. 

Semangat, prestasi dan moral PLA Navy tidak luput dari pengaruhu leluhur yakni armada Cheng ho yang menaklukan dunia pada eranya, menjadi armada terbesar dan selamanya dicatat oleh sejarah maritim dunia. 

Credit to Bilibili, China Central Television (CCTV), Xinhua, Weibo, Infraction, NCR QR, GaoShan CG, PLA Navy, etc",UCJF0Cjbolpbl7zZ84HmpDMw,2022-09-22 11:25:44
BHFs2wohUG0,Kisah Sunan Muria Dan Sam Po Kong,17,Sports,Not found,2017-03-14 12:05:01,https://i.ytimg.com/vi/BHFs2wohUG0/mqdefault.jpg,Kisah Sunan Muria Dan Sam Po Kong,UCQawmZ512ispmzFtiETJIfg,2022-09-22 11:25:44
JAXtWr2_eww,Sam Poo Kong Wisata Indonesia Yang Tak Ternilai,19,Travel & Events,Not found,2015-08-08 04:58:09,https://i.ytimg.com/vi/JAXtWr2_eww/mqdefault.jpg,"Kelenteng Gedung Batu Sam Po Kong adalah sebuah petilasan, yaitu bekas tempat persinggahan dan pendaratan pertama seorang Laksamana Tiongkok beragama islam yang bernama Zheng He / Cheng Ho. Terletak di daerah Simongan, sebelah barat daya Kota Semarang.",UCWXYf7fHu_-5lICchmDbyiQ,2022-09-22 11:25:44
C_KlsVAAhVA,Ekspedisi Cheng Ho & Islam Nusantara (3),10,Music,Not found,2015-08-18 07:00:53,https://i.ytimg.com/vi/C_KlsVAAhVA/mqdefault.jpg,,UCzl0OrB3-ehunyotIQvK77A,2022-09-22 11:25:44
ONcLt1WqAfQ,"NASEHAT KETIKA BERADA DI TANAH SUCI | Manasik Haji PT. Chairul Umam Addauli, Jambi 3.4.2022",27,Education,Not found,2022-04-09 08:47:04,https://i.ytimg.com/vi/ONcLt1WqAfQ/mqdefault.jpg,"Dapatkan buku-buku Ustadz Abdul Somad di
Toko Buku Amanah 
Jl. Datuk Setia Maharaja / Parit Indah No. 16C, Kel. Tangkerang Labuai, Kec. Bukit Raya, Kota Pekanbaru, Riau. 

Pemesanan online buku-buku UAS dapat melalui :  
Ig : @tokobukuamanah_uas
Link (https://www.instagram.com/tokobukuama... )
Whatsapp : 082188992996

Mari salurkan donasi wakaf anda ke YAYASAN WAKAF HAJJAH ROHANA
@yayasanwakafhajjahrohana

melalui transfer ke rekening
No Rek : 797 208 5264
An. Yayasan Waqaf Hajjah Rohana Berbagi
Bank BSI (eks BSM)
Cp : +62 812 7949 3200 (admin)

Para penghafal Al-Qur’an dirumah Qur’an Hajjah Rohana binaan Ustadz Abdul Somad
YAYASAN PENDIDIKAN HAJJAH ROHANA
@yayasanpendidikanhajjahrohana

Yang ingin ikut berpartisipasi dapat mengirimkan donasinya ke:
No Rek : 7677777656
a.n Yayasan Pendidikan Hajjah Rohana
Bank BSI (eks BNI Syariah)
Cp: +62 822 4739 5624 (admin)
═════════════════════════════
Dukung channel resmi Ustadz Abdul Somad Official dengan cara share seluas-luasnya video ini, subscribe dan aktifkan notifikasinya untuk mendapatkan ilmu dan informasi terbaru dari Ustadz Abdul Somad, Lc., MA.
═════════════════════════════

Kunjungi Blog pribadi Ustadz Abdul Somad.
Somadmorocco.blogspot.com
Membahas berbagai macam persoalan Agama Islam.

Offical Social Media :
Instagram : @ustadzabdulsomad_official
Facebook : ustadzabdulsomadofficialfanpage
Youtube : Ustadz Abdul Somad Official

Jazaakumullah Khairan Katsiro
Tim Media Ustadz Abdul Somad",UClvc6c04-xEYKFFyeP3yjKA,2022-09-22 11:25:44
oA6-a56BUm8,TERKINI !! TIBA-TIBA CHINA MINTA DAMAI DINATUNA USAI DIANCAM INI OLEH INDONESIA?,28,Science & Technology,Not found,2022-04-02 11:03:12,https://i.ytimg.com/vi/oA6-a56BUm8/mqdefault.jpg,"Gak Kuat Jangan Lihat !!
Link Video : https://youtu.be/rwLdKZPiL1Q

Pulau Natuna bakal dipertahankan Indonesia mati-matian dari ancaman klaim China. China mengklaim kepemilikan Natuna Utara milik Indonesia.
China mengaku mereka punya hak atas Natuna Utara alias Indonesia harus berbagi kepemilikan.

Alasan China mengklaim Natuna cuma karena faktor sejarah.
Mereka mengaku Dinasti Han sudah menemukan Natuna sebelum abad ke-19. Kemudian Dinasti Ming yang mengelola pulau tersebut hingga menjadikannya pelabuhan angkatan laut kekaisaran. Hal itu dimulai dari pelayaran laksamana Zheng He ke Selatan. Zheng He sebelum memasuki Nusantara mampir dulu sejenak ke Natuna yang ia namai Anbuna.

#natunautara #lcs

Source : https://bit.ly/3Dz4dDp
*Thumbnail hanya ilustrasi

Note : Semua Konten Update Pertahanan Dikutip berdasarkan laman berita
________________________________________
🇮🇩🇲🇾 Hai Sobat Update Pertahanan Malaysia dan Indonesia ! Apa kabar hari ini? 
Kamu penggemar dunia aviasi? Ayo Bergabung Dengan Update Pertahanan dengan cara Subscribe.
________________________________________
✈

Massive THANK YOU to everyone for watching this and for all of your support!

-Copyright Disclaimer-
Title 17, US Code (Sections 107-118 of the copyright law, Act 1976):
All media in this video is used for purpose of review & commentary under terms of fair use. 
All footage, & images used belong to their respective companies.

Fair use is a use permitted by copyright statute that might otherwise be infringing.",UCZGnky1NgGwq7BGvTpniAyA,2022-09-22 11:25:44
YK_-vppKtoo,Ekspedisi Cheng Ho & Islam Nusantara (2),10,Music,Not found,2015-08-18 07:00:53,https://i.ytimg.com/vi/YK_-vppKtoo/mqdefault.jpg,,UCzl0OrB3-ehunyotIQvK77A,2022-09-22 11:25:45
Ikt-8CC3aKw,Laksamana Ceng Ho Pelaut muslim yang menyebarkan Islam di Nusantara| Dongeng Sejarah,27,Education,Not found,2022-03-25 09:00:09,https://i.ytimg.com/vi/Ikt-8CC3aKw/mqdefault.jpg,"China atau Tiongkok sejak dahulu memang sudah berdaulat. kisah ini terjadi di jaman Dinasti Ming. 
Saat itu ada seorang Pemuda yang hidup sebagai Kasim (Pelayan Istana) yang pada akhirnya dikenal oleh dunia.

Siapakah dia? kenapa namanya dikenal oleh dunia?
konon sosok ini erat kaitannya dengan Indonesia, bahkan ada rumor yang mengatakan ia dimakamkan di Kota Semarang.

Ia juga dikatakan sebagai seorang Muslim. kisah ini pun menjadi bagian dari sejarah Islam yang mesti diketahui. uniknya, meski ia seorang muslim, ia tetap bertoleransi, sehingga ia pun dikagumi oleh kalangan Tionghoa yang beragama Budha dan Taoisme. Siapakah dia sebenarnya?

simak video ini sampai habis ya!
jika ada kekurangan harap memberi masukan di kolom komentar.
Dan berikan dukungan anda dengan menekan tombol subscribe dan like, juga bagikan ke teman kalian.

Selamat menikmati....

Sumber :

Materi :

Buku Laksamana Cheng Ho karya Prof. Khong Yuanzhi terbitan obor Jakarta

https://www.kompas.com/stori/read/2021/07/10/140000179/cheng-ho-laksamana-muslim-yang-berpengaruh-di-indonesia?page=all
....................

https://m.republika.co.id/berita/qbyf3a366/laksamana-cheng-ho-pengembara-muslim-dari-china
......................
https://www.google.com/url?q=https://repository.uinjkt.ac.id/dspace/bitstream/123456789/9088/1/DEDY-FAH.pdf&sa=U&ved=2ahUKEwjm0pvm6OD2AhXjSGwGHapzA4oQFnoECAcQAg&usg=AOvVaw0gkel8xWyyW_E_hsWZsIME
......................
https://www.google.com/url?q=http://digilib.uinsby.ac.id/23592/2/Hafidh%2520Aqil%2520Fauzan_A02213033.pdf&sa=U&ved=2ahUKEwjm0pvm6OD2AhXjSGwGHapzA4oQFnoECAoQAg&usg=AOvVaw10fCEkcnh1pht0Qxba1pXV
.......................

Video :

https://www.pexels.com/id-id/

Foto : 

www.google.com

Music :

YouTube Audio Library

Scott Buckley Passage Of Time

https://youtu.be/55DFaKhVwvc

....................


Disclaimer :

Beberapa material dalam video ini dimiliki oleh para pemiliknya yang kami hormati. Kami tidak mengklaim material atau video lainnya yang ada di video ini. Hak cipta sepenuhnya dipegang oleh para pemiliknya.

""Copyright Disclaimer under Section 107 of the copyright act 1976, allowance is made for fair use for purposes such as criticism, comment, news reporting, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favour of fair use.""

#sejarahdunia #ChengHo #DongengSejarah
#MasjidChengHo
#ArmadaLaut #SejarahTionghoa
#SejarahIslam
#SejarahIndonesia
#walisongo
#sunangunungjati 
#felixsiauw",UCk6beRG6Her36eJNSM-MYUQ,2022-09-22 11:25:45
UCgs9zpwpzI,Tugas nge-vlog(sam-poo-kong),22,People & Blogs,Not found,2018-05-03 12:19:56,https://i.ytimg.com/vi/UCgs9zpwpzI/mqdefault.jpg,"Tugas Simdig
Kelompok:
1.ANDINI PUTRI A 
2.DEVIRA JUVANY A  
3.KHOFIDHOTU K
4.KHOLIDATUL U
5.OCHTAVIA SUTARI NC
6.VALENTIN V


●Kelenteng Gedung Batu Sam Po Kong adalah sebuah petilasan, yaitu bekas tempat persinggahan dan pendaratan pertama seorang Laksamana Tiongkok beragama islam yang bernama Zheng He / Cheng Ho. Terletak di daerah Simongan, sebelah barat daya Kota Semarang. Tanda yang menunjukan sebagai bekas petilasan yang berciri keislamanan dengan ditemukannya tulisan berbunyi ""marilah kita mengheningkan cipta dengan mendengarkan bacaan Al Qur'an"".

Disebut Gedung Batu karena bentuknya merupakan sebuah Gua Batu besar yang terletak pada sebuah bukit batu, orang Indonesia keturunan cina menganggap bangunan itu adalah sebuah kelenteng - mengingat bentuknya memiliki arsitektur bangunan cina sehingga mirip sebuah kelenteng. Sekarang tempat tersebut dijadikan tempat peringatan dan tempat pemujaan atau bersembahyang serta tempat untuk berziarah. Untuk keperluan tersebut, di dalam gua batu itu diletakan sebuah altar, serta patung-patung Sam Po Tay Djien. Padahal laksamana cheng ho adalah seorang muslim, tetapi oleh mereka di anggap dewa. Hal ini dapat dimaklumi mengingat agama Kong Hu Cu atau Tau menganggap orang yang sudah meninggal dapat memberikan pertolongan kepada mereka.

Menurut cerita, Laksamana Zheng He sedang berlayar melewati laut jawa, namun saat melintasi laut jawa, banyak awak kapalnya yang jatuh sakit, kemudian ia memerintahkan untuk membuang sauh. Kemudian merapat ke pantai utara semarang untuk berlindung di sebuah Goa dan mendirikan sebuah masjid di tepi pantai yang sekarang telah berubah fungsi menjadi kelenteng. Bangunan itu sekarang telah berada di tengah kota Semarang di akibatkan pantai utara jawa selalu mengalami proses pendangkalan yang di akibatkan adanya proses sedimentasi sehingga lambat-laun daratan akan semakin bertambah luas kearah utara.

Konon, setelah Zheng He meninggalkan tempat tersebut karena ia harus melanjutkan pelayarannya, banyak awak kapalnya yang tinggal di desa Simongan dan kawin dengan penduduk setempat. Mereka bersawah dan berladang di tempat itu. Zheng He memberikan pelajaran bercocok-tanam serta menyebarkan ajaran-ajaran Islam, di Klenteng ini juga terdapat Makam Seorang Juru Mudi dari Kapal Laksamana Cheng Ho.

JANGAN LUPA LIKE DAN SUBSCRIBE GAIS",UCMn_YRqs9WLiMS6JvHIFCAg,2022-09-22 11:25:45
aDpT9oXaoe0,Perayaan 612 tahun kedatangan  Laksamana Cheng Ho di Semarang (8),22,People & Blogs,Not found,2017-08-05 00:01:26,https://i.ytimg.com/vi/aDpT9oXaoe0/mqdefault.jpg,"Perayaan HUT kedatangan YM. Konco Sam Poo Tay Djien di Semarang
21 - 22 juli 2017",UCRycN5rVHX03COUQsCAaRPw,2022-09-22 11:25:45
PXW8n5jgHCg,Sesambating Manah - Franky Sahilatua,10,Music,Not found,2020-05-30 05:00:54,https://i.ytimg.com/vi/PXW8n5jgHCg/mqdefault.jpg,"Sesambating Manah

Vocal : Franky Sahilatua
Lagu : Franky Sahilatua
Lirik : Donas ( Rimawan Ardono AS)
Music Arr & Performed : Johnny Sahilatua

Lagu ini pernah muncul di album Franky Sahilatua yg tidak edar melalui Industri musik. 
Saat itu Franky dan saya membuat musik dgn konsep minimalis.
Karena waktu rekaman dibuat distudio saya, jadi filenya masih tersimpan.

Kali ini musik diperbaharui diisi dgn beberapa instrument khas indonesia seperti bonang, gamelan, siter, suling, angklung dan ada sinden wanita, tentunya dihasilkan dari instrument musik sampling.

Jangan lupa like dan subscribe ya friends, biar saya tetap produktif buatin lagu, musik dan video buat kalian.
Kalau ada masukkan utk buat type2 lagu berikutnya boleh infokan disini.

Salam

Dengarkan lagu2 balada yang terbaru di pemutar musik Spotify dan lainnya :

https://backl.ink/147312780

https://backl.ink/147312849

https://backl.ink/147312909

https://backl.ink/147313159

https://backl.ink/147313247",UCKR7PdX3pwV58TeNNhwReZw,2022-09-22 11:25:45
ocnJNv3-XzQ,"Ghost prank Asik Pakaran Di prank, Nagakak Prank ,kompilasi prank pocong indonesia prank",22,People & Blogs,Not found,2021-05-22 15:00:03,https://i.ytimg.com/vi/ocnJNv3-XzQ/mqdefault.jpg,"Ghost prank Asik Pakaran Di prank, Nagakak Prank ,kompilasi prank pocong indonesia prank
#ghostprank#compilasiprank#nagakakprank",UC1sdQCojMTXI17dzFVy1UNg,2022-09-22 11:25:46
BMdeEwXKwao,GEDAWANGAN SAM POO KONG SEMARANG,24,Entertainment,Not found,2022-02-02 04:15:16,https://i.ytimg.com/vi/BMdeEwXKwao/mqdefault.jpg,"pertunjukan atraksi barongsai dan GEDAWANGAN di kota semarang memperingati hari imlek th 2022. bantu like coment, subscribe ya bos. kamsia kamsia.... 



#sampookongsemarang #gedawangan #barongsai",UClr34iAWRzqgSJ0oHMxmG0A,2022-09-22 11:25:46
gO_niQ8dV4Y,KELENTENG SAM POO KONG MERUPAKAN PETILASAN LAKSAMANA CHENG HO DI SEMARANG PROVINSI JAWA TENGAH,19,Travel & Events,Not found,2022-02-20 12:47:26,https://i.ytimg.com/vi/gO_niQ8dV4Y/mqdefault.jpg,"WISATA INDONESIA :
Kelenteng Sam Poo Kong merupakan tempat bersejarah dengan keindahan bangunan berseni kerejaan china, dan memiliki sejarah perkembangan islam yang disebarkan oleh Laksamana Cheng Ho.

klenteng sam poo kong
klenteng sam poo kong merupakan bukti adanya keberagaman tempat ibadah di daerah
klenteng sam poo kong peninggalan kerajaan
klenteng sam poo kong peninggalan dari kerajaan
klenteng sam poo kong adalah
klenteng sam poo kong dibangun
klenteng sam poo kong buka jam berapa
klenteng sam poo kong semarang
klenteng sam poo kong arsitektur
klenteng agung sam poo kong semarang
klenteng sam po kong banjir
sejarah berdirinya klenteng sam poo kong
klenteng sam poo kong di semarang
patung di klenteng sam poo kong
pesugihan di klenteng sam poo kong
foto klenteng sam poo kong
gambar klenteng sam poo kong semarang
klenteng sam poo kong tempat ibadah umat
klenteng sam poo kong kebakaran
klenteng sam poo kong - semarang kota semarang jawa tengah
klenteng sam poo kong terbakar
klenteng sam poo kong kebanjiran
klenteng sam poo kong kota semarang jawa tengah
keunikan klenteng sam poo kong
contact klenteng sam poo kong
transportasi ke klenteng sam poo kong
lokasi klenteng sam poo kong
tiket masuk klenteng sam poo kong
klenteng sam poo kong foto
pesugihan klenteng sam poo kong
vihara sam poo kong semarang
sejarah klenteng sam poo kong
sejarah klenteng sam poo kong semarang
wisata klenteng sam poo kong semarang
wisata dekat klenteng sam poo kong
tempat wisata klenteng sam poo kong
klenteng sam po kong
klenteng sam poo kong semarang,
klenteng sam poo kong,
sejarah klenteng sam poo kong,
barongsai klenteng sam poo kong",UCCZGYTDykiPTWjjuNyyfmQA,2022-09-22 11:25:46
VBuJ5iLfdKo,#IndonesiaIndah - Jejak Islam di Pantai Utara Jawa ( Sam Poo Kong Semarang),19,Travel & Events,Not found,2017-06-08 04:53:14,https://i.ytimg.com/vi/VBuJ5iLfdKo/mqdefault.jpg,"Seringkali berwisata ke Semarang, Sam Poo Kong tak pernah terlewatkan. Bangunan yang secara fisik menyerupai klenteng ini tak hanya memiliki nilai seni yang tinggi. Selain menjadi tempat ibadah masyarakat Cina di Semarang, tempat ini sudah lama menjadi daya tarik wisata yang selalu ramai wisatawan. Selain mengagumi nilai arsitekturnya, janganlah ketinggalan cerita tentang sejarah klenteng ini. Ternyata, tempat ini dibangun oleh seorang muslim yang taat dan diperuntukkan sebagai masjid pada awalnya. Mengapa sekarang beralih fungsi menjadi klenteng? Simak ulasan selengkapnya melalui video ini !",UCWwPTCUuhDGD2hWruygq83Q,2022-09-22 11:25:46
qmJ4CikDero,APA BENAR SAM POO KONG TEMPAT PERSINGGAHAN LAKSAMANA CENG HO,24,Entertainment,Not found,2019-02-18 09:26:24,https://i.ytimg.com/vi/qmJ4CikDero/mqdefault.jpg,"Kelenteng Gedung Batu Sam Po Kong adalah sebuah petilasan, yaitu bekas tempat persinggahan dan pendaratan pertama seorang Laksamana Tiongkok beragama islam yang bernama Zheng He / Cheng Ho. Terletak di daerah Simongan, sebelah barat daya Kota Semarang.
,
,
,
,
,
,
https://www.instagram.com/elsaolova_
https://elsalova.com",UCGE7FVILDTMco_trxZZmyog,2022-09-22 11:25:46
EdM8WXWCwoA,Incredible Cheng Ho Mosque || Masjid bernuansa khas Tiongkok,26,Howto & Style,Not found,2022-03-03 16:32:07,https://i.ytimg.com/vi/EdM8WXWCwoA/mqdefault.jpg,"Cheng Ho atau Zheng He, adalah seorang pelaut dan penjelajah Tiongkok terkenal. Di antara penjelajahannya adalah ekspedisi ke Nusantara dan Taiwan antara tahun 1405 hingga 1433

masjid Cheng Ho Surabaya tempatnya sangat strategis di tengah kota dekat jalan Tunjungan dan tempatnya pun sangat luas 

masjid ini sering dikunjungi oleh wisatawan dari manca negara

semoga video ini bisa bermanfaat

#chengho 
#tiongkok 
#oriental
#laksamana",UCzeYf58jvaNGeHAqyP0b69g,2022-09-22 11:25:46
vOYyZpEfZiY,MASJID CHENG HO,24,Entertainment,Not found,2022-03-26 10:16:18,https://i.ytimg.com/vi/vOYyZpEfZiY/mqdefault.jpg,,UCcFxsb9AJbfoszDOwWpw4Qg,2022-09-22 11:25:46
jZnhSXyDDvQ,Terapkan! Beribadah itu Seperti Kerja; Kita yang Butuh! | Gus Baha,27,Education,Not found,2020-10-05 11:00:11,https://i.ytimg.com/vi/jZnhSXyDDvQ/mqdefault.jpg,"TAFSIR JALALAIN QS. AN-FURQAN 01-16: Jika ingin ringan beribadah, coba terapkan prinsip ini: bahwa ibadah adalah pekerjaan yang dibutuhkan seseorang untuk memenuhi kebutuhan hidupnya. Bekerja itu lelah, dan kadang tidak menyenangkan.

Terapkan! Beribadah itu Seperti Kerja; Kita yang Butuh!
Tamat-1: https://youtu.be/jZnhSXyDDvQ

#GusBaha
#SantriGayeng

Seluruh Tafsir QS. An-Furqan: https://www.youtube.com/playlist?list=PLbdrQgzjWWqQ9kZZeYLEacT-a-VyVJroU

Media sosial kami,
1. Telegram: https://t.me/santrigayeng
2. Spotify: https://open.spotify.com/show/55sNZux9iR9SMzGusta99I
3. Facebook: https://www.facebook.com/gayengco/
4. Instagram: https://www.instagram.com/gayengco/
5. Twitter: https://twitter.com/gayengco/",UCC4sCt8HDg21XDidSgxnrUQ,2022-09-22 11:25:47
a9RaR4puopc,KLENTENG SAM POO KONG SEBUAH PETILASAN LAKSAMANA MUSLIM CHENG HO,22,People & Blogs,Not found,2015-09-03 11:42:07,https://i.ytimg.com/vi/a9RaR4puopc/mqdefault.jpg,"Klenteng Sam Poo Kong, Semarang
Jawa Tengah - Indonesia

music by : Price Tag (Album Version) - Jessie J",UCfTrYZiVfH9dB4v3ASz4s-w,2022-09-22 11:25:47
